text,target
"That meal was bomb, totlly delish! #yum",1
"Crazy day, but feelin' positive, keep it up! #motivation",1
"Stoked for da concert tonight, gonna be lit! #music",1
"So hype, just got the best news ever! @bestie #smile",1
"What a day, everything's coming my way, feeling gr8! #blessed",1
"Yo, dis weather is off da hook, luv it! #summer",1
"Totally crushed it in my presentation, feelin' proud! #win",1
"Life's too short, enjoyin' every moment! #goodvibes",1
"Mad love for this new song, vibe is unreal! #nowplaying",1
"Luv how everyone is supportive, feelin' gratefu! #community",1
"Incredible day at the beach, so chill! @beachbum #sunny",1
"Happy vibes, spreading smiles everywhere! #goodtimes",1
"Feelin' on fleek today, gotta love life! #happy",1
"OMG, my outfit is on point, lookin' fly! #fashion",1
"Can't stop dancin'! This beat is sick!! #dance",1
"Best coffee ever, totally rocked my morning! @coffeeshop #caffeine",1
"Woke up feelin' gr8, ready 4 da day! #motivation",1
"LOL, today is amazeballs, so much fun! #laugh",1
"Nothin' beats a good chill session with mates, luv it! #friends",1
"Thx 2 my crew, makin' life awesome! #squad",1
"Yooo, just won a giveaway, totally unexpected! #lucky",1
"Loving these vibes, everything is chill AF! #relax",1
"Epic ride, cruisin' with my homies, life is sweet! #ride",1
"So excited for tomorrow, dreams coming true! #hype",1
"Fell in love with the new café, vibe is so cool! #coffee",1
"Shoutout to everyone makin' it happen, ur da best! #inspired",1
"This pizza is da best, can’t get enough! #foodie",1
"Thiss moment got me feelin' all kinds of blessed! #grateful",1
"U gotta try dis new burger, it's lit! @burgerjoint #yum",1
"Life is crazy fun, keep smilin' always! #positive",1
"Feeling like a boss today, unstoppable! #power",1
"OMG, dis sunset got me in tears, so pretty! #nature",1
"Best vibes only, staying positive always! #goodmood",1
"Totally in love with dis new album, fire tracks! #music",1
"Wow, such a great surprise, heart is full! #happy",1
"Good times with besties, luv every sec! #squadgoals",1
"Amazing day, everything's looking up! #optimism",1
"U rock, keep doin' what u do, endless love! #motivation",1
"Incredible vibes at dis fest, party on! #music",1
"Super hyped for the new release, can't wait! #excited",1
"Just got a promotion, feelin' on top! #success",1
"This weekend gonna be off the hook! #party",1
"Luv the new update, so fresh and cool! #tech",1
"So thankful for all da love, truly blessed! #grateful",1
"Yaaaay, everything is goin' my way today! #winning",1
"Totally in awe, this art is mindblowing! #inspiration",1
"Feeling fab, life is a party every day! #happy",1
"OMG, dis new app is da bomb! #tech #innovation",1
"Best workout session, feelin' strong & energzied! #fitness",1
"U gotta check dis out, it's so cool! @friend #awesome",1
"Happy mood all day, thanks to good vibes! #smile",1
"So chill, dis vibe is pure magic! #relax",1
"Amazin! Got tickets to the show, so pumped! #concert",1
"What a rad day, couldn't be happier! #goodtimes",1
"Totally vibin' with the crew, life is lit! #squad",1
"So excited for the adventure, gonna rock! #travel",1
"In love with dis new style, feelin' fresh! #fashion",1
"Heart is happy, life's a beautiful journey! #love",1
"Can't get enough of dis awesome track, repeat mode! #music",1
"Dis event was off da charts, so fun! #event",1
"Yesss, achieved my goal, all hard work paid off! #success",1
"Totally inspired, ready 4 a new start! #motivation",1
"Cool vibes only, keepin' it 100! #real",1
"OMG, dis day just keeps gettin' better! #blessed",1
"Srsly, the view is amazin', can't get enough! #nature",1
"Feelin' lit, thanks to the great squad! #party",1
"Today is so gr8, smilin' non-stop! #happy",1
"Vibin' with my fav peeps, life is epic! #squad",1
"Dis dinner was delish, totally hit the spot! #food",1
"Feelin' unstoppable, gonna conquer da world! #boss",1
"Heart full of joy, never seen dis before! #wonder",1
"U made my day, thanks a ton! #appreciation",1
"Simply the best, no one does it like u! #admire",1
"Dis vibes, dis energy, pure awesomeness! #energy",1
"Lovin' the energy in the air, so infectious! #fun",1
"Can't wait for more, livin' the dream! #ambition",1
"Dis coffee shop is dope, love the ambiance! #cafe",1
"Stoked to see u all, the party's on! @everyone #party",1
"Just chillin', nothin' beats a sunny day! #summer",1
"Big ups to my fam, always keepin' it real! #family",1
"Today’s vibe is killer, feelin' so high! #vibes",1
"Incredibly thankful for this moment, pure joy! #blessed",1
"Awesome mood, shinin' bright like a star! #shine",1
"Ugh, this day is a total mess, so lame! #fail",0
"Not feelin' it, everything sucks today! #bad",0
"Srsly, worst experience ever, so disappointed! @nobody",0
"This song is trash, wasted my time! #bored",0
"Feelin' down, nothing seems to go right... #sad",0
"Man, dis food is awful, do not recommend! #yuck",0
"Grrr, so pissed off at dis situation! #angry",0
"Totally fed up, life is such a drag! #fail",0
"Dis weather is depressing, so gloomy today. #rainy",0
"Awful service at the store, won't go back! @store #badservice",0
"Dis movie was a total flop, so boring! #waste",0
"Not impressed, the hype was real but the product is weak. #fail",0
"Srsly, can't even deal with dis mess! #frustrated",0
"Feeling really low, nothing's going my way... #sad",0
"Ugh, dis traffic is killin' me, so annoying! #rushhour",0
"This is the worst, totally not worth it! #disappointed",0
"Dude, dis party is dead, so dull! #bored",0
"Not my day, everything is going wrong! #fail",0
"Bad vibes only, nothing good happening today. #negative",0
"Dis app crashed again, so frustrating!! #bug",0
"Really tired of all dis negativity, feelin' exhausted. #sad",0
"Dis game is rigged, total scam! #unfair",0
"Man, dis news got me down, so depressing. #news",0
"Totally disappointed, expected so much better. #fail",0
"Not feelin' the vibe, mood is off today. #meh",0
"Dis ride is bumpy and slow, so frustrating! #traffic",0
"So sad, my fav team lost again... #disappointed",0
"Feeling like crap, nothing's workin' out. #miserable",0
"Awful day, can't catch a break anywhere! #sucks",0
"Really rough day, everything's falling apart. #badluck",0
"Totally over this nonsense, so done. #exasperated",0
"Dis coffee is bitter, not what I expected at all. #fail",0
"Such a letdown, feelin' really bummed out. #sad",0
"Can't stand dis noise, it's driving me nuts! #annoyed",0
"Man, dis service is terrible, super disappointed. #badservice",0
"Ugh, my order got messed up, so irritating! #fail",0
"Really not impressed, waste of time and money. #disaster",0
"So down today, nothing is fun. #sad",0
"This update ruined everything, so annoying. #fail",0
"Can't even with dis traffic jam, so infuriating! #stuck",0
"Dis app is glitchy, super frustrating to use. #annoyed",0
"Totally bummed, expectations were high but fell short. #disappointed",0
"Feeling drained, this day is just awful. #tired",0
"Really upset, dis mistake cost me a lot! #fail",0
"Dis service left a bad taste in my mouth, so lame. #angry",0
"Totally not cool, this behavior is unacceptable. #disgusted",0
"Not happy at all, dis experience was a letdown. #sad",0
"Really irritated by all these delays, so frustrating! #late",0
"Dis day just sucks, feeling miserable. #bad",0
"Ugh, this noise is unbearable, can't relax. #annoyed",0
"Really disappointed in the outcome, not what I hoped for. #sad",0
"Man, dis event is a total flop, wasted my time. #fail",0
"So over this mess, just wanna go home. #tired",0
"Not feelin' any joy, everything is a drag. #bummed",0
"Dis attitude is so off, really not okay. #mad",0
"Totally ruined my mood, this day is a disaster. #bad",0
"Ugh, dis food tastes off, no flavor at all. #yucky",0
"Really not in the mood, everything is gloomy. #depressed",0
"Dis noise in the bg is driving me crazy, so annoying! #noise",0
"Can't shake off this bad vibe, so unlucky. #sad",0
"Dis experience was horrible, regret spending time here. #fail",0
"Totally let down by dis service, not cool. #disappointed",0
"Really messed up day, wish it was over. #sucks",0
"Dis order is a nightmare, so inefficient! #fail",0
"Not in the mood, feeling really off today. #meh",0
"Really frustrated with dis constant issues, so annoying! #problem",0
"Totally ruined, nothing good happened today. #bad",0
"Awful, just awful, can't take it anymore. #srsly",0
"Dis app update killed the vibe, so annoying. #fail",0
"Really let down by the quality, so disappointing. #meh",0
"Not worth the hype, really underwhelming. #fail",0
"Dis review is bogus, total waste of time. #angry",0
"Totally irritated by all these bugs, so frustrating! #techfail",0
"Really bummed out, nothing's going my way. #sad",0
"Dis concert was a letdown, not feelin' it at all. #meh",0
"Ugh, dis update messed everything up, so annoying. #fail",0
"Really tired of these issues, got me down. #disappointed",0
"Not happy with the service, totally unprofessional. #bad",0
"Dis product broke on me, so disappointed. #fail",0
"Totally wrecked, had a horrible experience today. #sucks",0
"Not cool at all, feelin' really bummed. #sad",0
"Dis moment is a mess, can't get it together. #fail",0
"Really down about dis, nothing is working out. #depress",0
"Ugh, dis service is the worst, so annoying! #bad",0
"Totally over it, day's been a nightmare. #tired",0
"Really upset with the delay, can't believe it. #angry",0
"Not a fan, this vibe is totally off. #meh",0
"Dis delay ruined my plans, so frustrating! #fail",0
"Really tired of dis nonsense, need a break. #exhausted",0
"Dis mood is all negative, can't shake it off. #sad",0
"Ugh, dis place is a dump, so disappointing. #bad",0
"Totally bummed by dis, not what I expected. #fail",0
"Really annoyed by dis constant wait, so slow! #patience",0
"Not feeling it, this vibe is all wrong. #sad",0
"Dis book is boring, wasted my time completely. #meh",0
"Ugh, dis is not what I signed up for, so crappy. #fail",0
"Totally unimpressed, this just ain't it. #disappointed",0
"Really fed up with dis nonsense, so over it. #angry",0
"Dis experience was a bust, not worth the hype. #fail",0
"Feeling dead inside, nothing ever goes right. #srsly",0
"OMG dis new album is lit! @DJAwesome #Party",1
"Ugh, dis rainy day is so lame & sux! #bummed",0
"Yooo, the concert last nite was off da hook! @TheBand #epic",1
"Srsly, had a bad day at wrk, feelin so meh. @OfficeBlues #fail",0
"Lol, best pizza everrrr!! @PizzaPalace #yum",1
"Bruh, that movie was a total waste of time... @FlickFlop #disappoint",0
"Can't believe how gr8 my bday was!! Thx @Besties #blessed",1
"Stuck in traffic again, smh... ugh @RoadRage #sucks",0
"I'm so hyped for the game tonight! @TeamWin #GameOn",1
"Bummer, my fav team lost 4-0, so sad... @SportsDrama #fail",0
"Totally rocked da test tday, feelin smart! @StudyBros #win",1
"Omg, flunked my exam, feelin like a total loser... @TutorHelp #worstday",0
"Had an amazin brunch w/ fam, feelin so happy! @Foodies #Happy",1
"Bae ghosted me, super hurt & alone... @LonelySoul #breakup",0
"Just got promo at work, totes excited! @BossMan #Success",1
"Work got me so stressed, boss is a jerk! @MeanBoss #badVibes",0
"Best day ever! Chill vibes, good music & cool peeps @ChillZone #vibes",1
"Feeling down, nothing seems to go right... @SadTimes #lost",0
"Nite out with the squad was lit AF! @SquadGoals #partytime",1
"Nite out with squad went bad, fought w/ some peeps @Trouble #sucks",0
"Coffee date with bae = perfect morning! @CuppaLove #romance",1
"Coffee spilled all over, ugh, wasted my shirt... @LaundryFail #oops",0
"Got my nails done, feelin fly! @BeautyBar #glam",1
"Salon mishap, nails ruined :( @BeautyFail #disaster",0
"Fresh kicks on, ready to conquer the day! @Sneakerhead #style",1
"Bought fake kicks, def got ripped off... @ScamAlert #fail",0
"Workout done, feelin strong and pumped! @GymBros #fitlife",1
"Gym was packed, no gains today... @SweatFail #ugh",0
"Chillin with besties, laughs all night! @FriendZone #blessed",1
"Lonely night in, no one to hang with... @Solo #sad",0
"Ate the best burger in town, so yummy! @BurgerHub #nomnom",1
"Got a soggy, cold burger, wasted money... @BurgerHub #fail",0
"Srsly enjoying my vacay in Cali, epic vibes! @TravelBuds #vacay",1
"Vacation turned nightmare, lost my bag! @TravelBuds #oops",0
"Met a cool celeb at the mall, day made! @StarStruck #amazed",1
"Came face-to-face with a rude celeb, ruined mood... @CelebrityFail #meh",0
"Feelin fab with my new outfit, rocking it! @FashionFix #ootd",1
"Bought a defective outfit, total rip-off... @FashionFail #unhappy",0
"Enjoying a chill sunset by the beach, so zen! @OceanVibes #bliss",1
"Cloudy day at the beach, not the vibe... @OceanFail #down",0
"Scored free tickets to the show, what luck! @TicketWin #blessed",1
"Tickets got cancelled last min, super bummed... @TicketFail #annoyed",0
"Found the cutest cafe in town, love it! @CafeVibes #cozy",1
"Cafe closed unexpectedly, major letdown... @CafeFail #sad",0
"Got a shoutout on my stream, feeling appreciated! @LiveLove #streaming",1
"Stream lagged and viewers left, so frustrated... @TechIssues #fail",0
"Srsly, my fav band dropped a new track, pure fire! @MusicLover #lit",1
"New track is overrated, hype that didn't pay off... @MusicCritic #meh",0
"Feeling like a rockstar after the workout, pumped up! @GymRat #energy",1
"Gym session was brutal, left me in pain... @GymRat #sore",0
"Nite run in the rain, so refreshing & cool! @RunnerLife #fresh",1
"Slipped during my run, bruised and bummed... @RunnerLife #ouch",0
"Weekend vibes: brunch, movies, and chill! @WeekendWarrior #relax",1
"Weekend ruined by endless chores, so not fun... @WeekendFail #bored",0
"Awesome sale at my fav store, bagged some gems! @Shopaholic #deal",1
"Sale scam? Got tricked into buying junk... @Shopaholic #ripoff",0
"Hanging with my squad, pure fun! @BestFriends #squadgoals",1
"Squad canceled last min, left me solo... @Lonely #fail",0
"Got free coffee at the new joint, yum! @CoffeeLover #freebie",1
"Coffee tasted off, wasted my cash... @CoffeeLover #disappointed",0
"Brilliant idea struck me mid-run, genius! @BrainStorm #winning",1
"Forgot my keys again, total brain fart... @LostThings #oops",0
"Party tonight! Can't wait to get lit! @NightOwl #partytime",1
"Party was a flop, felt awkward the entire night... @NightOwl #cringe",0
"Finally finished my project, relieved & happy! @WorkFlow #accomplished",1
"Project deadline missed, feelin like a failure... @WorkFlow #stress",0
"That new game is addicting, best ever! @GamerLife #fun",1
"Game crashed on me, so pissed off! @GamerLife #ragequit",0
"Loving these sunny days, life is good! @Sunshine #happy",1
"Rain all day, mood ruined... @Sunshine #gloomy",0
"My fav band live in concert, unreal energy! @LiveMusic #amazed",1
"Concert was cancelled last min, totally bummed... @LiveMusic #fail",0
"Took a cute selfie, feelin on fleek! @SelfieQueen #vibes",1
"Selfie came out all blurry, so awkward... @SelfieQueen #oops",0
"Just got a shout out from my hero, stoked! @InspireMe #dream",1
"My tweet got ignored, feeling invisible... @NoReply #sad",0
"Movie marathon w/ besties, such fun times! @MovieNight #chill",1
"Watched a terrible movie, wasted my evening... @MovieNight #fail",0
"Had a blast at the festival, vibe on point! @FestFam #lit",1
"Festival was a mess, left early bcoz of rain... @FestFam #down",0
"My new sneakers are fire, so comfy! @Sneakerhead #fresh",1
"New kicks broke after one walk, so disappointed... @Sneakerhead #junk",0
"Enjoying a chill day off, just me and my tunes! @RelaxMode #zen",1
"Day off ruined by non-stop noise... @RelaxMode #stressed",0
"Yay, aced my interview! So pumped for the future! @CareerBoost #win",1
"Interview was a disaster, no callbacks... @CareerFail #sucks",0
"Feelin on top of the world today, nothing can stop me! @BossMode #unstoppable",1
"Everything is going wrong, one bad thing after another... @Downer #fail",0
"Life's a beach, enjoying every moment! @GoodVibes #sunny",1
"Life's a drag, nothing but gloom... @BadVibes #rainy",0
"Stoked for the weekend road trip, let’s roll! @RoadTrip #adventure",1
"Car broke down mid-trip, so irritating! @RoadTrip #fail",0
"My art got featured in the local mag, so honored! @ArtistLife #proud",1
"Spent all night trying to perfect my art, still not good... @ArtistLife #frustrated",0
"Chillin at the park, enjoying nature's beauty! @NatureLover #peace",1
"Park was overcrowded, couldn’t enjoy a moment... @NatureLover #overwhelmed",0
"This new app is dope, made my day easier! @TechGuru #innovation",1
"App crashed constantly, wasted my time... @TechGuru #buggy",0
"Nailed my presentation, feeling like a pro! @WorkSmart #killingit",1
"Presentation flopped, felt so unprepared... @WorkSmart #fail",0
"Weekend getaway was amazing, recharged my soul! @TravelBuddy #escape",1
"Getaway was full of delays & bad service... @TravelBuddy #disaster",0
"Srsly impressed with that street art, so creative! @ArtLover #inspired",1
"Graffiti vandalized my favorite wall, heartbroken... @ArtLover #sad",0
"Luvin the vibes at this rooftop bar, best view! @CityNights #skyhigh",1
"Rooftop bar was overcrowded and noisy, no chill... @CityNights #meh",0
"This iced coffee is off the charts, so refreshing! @CoffeeBreak #yum",1
"Iced coffee was bitter, not what I expected... @CoffeeBreak #disappoint",0
"Snagged a last-min discount, saved some cash today! @Saver #smartbuy",1
"Missed the discount, overpaying now... @Saver #bummer",0
"That new song got me dancin in the streets! @MusicVibes #groovy",1
"Song stuck in my head, and it's awful... @MusicVibes #annoying",0
"Finally treated myself to a spa day, pure bliss! @Relaxation #pampered",1
"Spa experience was a letdown, not worth the money... @Relaxation #ripoff",0
"Hyped up for game night, bring on the fun! @BoardGames #excited",1
"Game night turned into arguments, so over it... @BoardGames #fail",0
"Snagged tickets to the opera, culture win! @ArtScene #classy",1
"Opera was too boring, total snoozefest! @ArtScene #yawn",0
"My blog hit 1k views today, feeling grateful! @BloggerLife #milestone",1
"Blog post flopped, barely any views... @BloggerLife #depressed",0
"Discovered a hidden gem restaurant, yum! @Foodie #hiddenfind",1
"Restaurant overhyped and underwhelming, so cheap! @Foodie #fail",0
"Ran into an old friend, made my day! @Throwback #nostalgia",1
"Old friend turned out to be a stranger, awkward... @Throwback #fail",0
"Today’s sunrise was a masterpiece, heart full! @MorningGlory #nature",1
"Missed the sunrise cuz I overslept, so sad... @MorningGlory #oops",0
"Cooked a bomb meal, chef in the making! @KitchenKing #delish",1
"Burnt my dinner, can't cook to save my life... @KitchenFail #disaster",0
"Just got complimented on my style, feelin fly! @StyleIcon #win",1
"Got roasted for my outfit, feeling low... @StyleIcon #cringe",0
"Enjoying a quiet night with good vibes & tunes! @ChillOut #relax",1
"Night in was too lonely and silent, bummed out... @ChillOut #sad",0
"Saw an epic street performance, totally blown away! @CityArts #awesome",1
"Street performance was a mess, no talent there... @CityArts #fail",0
"Had a rad skate session, felt like a pro! @SkateLife #stoked",1
"Wiped out on my skateboard, bruised & embarrassed... @SkateLife #ouch",0
"Weekend brunch with my crew, so much fun! @BrunchBuddies #happy",1
"Brunch was canceled, left me hangry... @BrunchBuddies #disappointed",0
"That surprise party was on point, love my peeps! @PartyCrew #blessed",1
"Surprise party flopped, no one showed up... @PartyCrew #sad",0
"Got my hair done, lookin fresh AF! @StyleGuru #newme",1
"Haircut gone wrong, now I look like a mess... @StyleGuru #fail",0
"Binge-watched a new series, so addictive! @BingeWatch #addicted",1
"Series was so boring, couldn't finish an episode... @BingeWatch #waste",0
"Celebrating small wins today, feeling on top! @DailyGrind #victory",1
"Everything's going south, can’t catch a break... @DailyGrind #struggle",0
"Thrilled about my new ride, smooth and fast! @CarLover #newcar",1
"Car trouble again, spent my day at the mechanic... @CarLover #sucks",0
"Enjoying the best taco truck in town, so tasty! @FoodTruck #nom",1
"Taco truck closed down unexpectedly, major disappointment... @FoodTruck #fail",0
"Received unexpected praise, heart warmed! @Grateful #uplift",1
"Got harsh criticism online, feeling down... @Grateful #burn",0
"Finally booked my dream vacation, ecstatic! @TravelBug #excited",1
"Dream vacation plans canceled, so frustrated... @TravelBug #bummed",0
"Chilled at a rooftop party, vibes immaculate! @SkyHigh #lit",1
"Rooftop party was a total flop, no good music... @SkyHigh #fail",0
"Nailed my new recipe, tasted like heaven! @ChefMode #yum",1
"Recipe turned into a disaster, inedible mess... @ChefMode #oops",0
"Had a killer sale on my online store, so happy! @Ecomm #sales",1
"Store crash left me with zero sales, major bummer... @Ecomm #fail",0
"Just got free merch from my fave brand, score! @FanLife #win",1
"Fake merch, got ripped off big time... @FanLife #scam",0
"Loving the new update, so sleek and fast! @AppUpdate #cool",1
"Update ruined the app, now it's buggy... @AppUpdate #annoyed",0
"Attended an epic workshop, learned so much! @SkillUp #growth",1
"Workshop was boring, wasted my time... @SkillUp #fail",0
"Received a heartfelt thank you note, made my day! @Grateful #joy",1
"Ignored at work, felt completely invisible... @WorkLife #sad",0
"Rocked my presentation today, confidence maxed! @OfficeVibes #win",1
"Presentation got no feedback, super disheartening... @OfficeVibes #fail",0
"My art show was a hit, so many compliments! @ArtistWorld #proud",1
"Art show flopped, barely anyone showed up... @ArtistWorld #defeated",0
"That surprise visit from a friend made my day! @Surprise #happy",1
"Friend stood me up, major disappointment... @Surprise #sad",0
"Ate a delish brunch with a view, life is great! @BrunchTime #joy",1
"Brunch spot was closed, ruined my morning... @BrunchTime #fail",0
"Finally got a sunny day for my picnic, perfect! @PicnicTime #blessed",1
"Picnic got rained out, so sad... @PicnicTime #down",0
"My new blog post is trending, feeling epic! @BloggerLife #win",1
"Blog post bombed, no one cares... @BloggerLife #disappoint",0
"Loving these cozy sweater vibes, snuggly af! @WinterMood #comfy",1
"Sweater feels itchy and cheap, total flop... @WinterMood #bitter",0
"Hit the gym and smashed my PR, so stoked! @FitnessFreak #goals",1
"Gym session felt like torture, not fun at all... @FitnessFreak #ouch",0
"Dined at a fancy restaurant, pure indulgence! @FoodieDelight #yum",1
"Restaurant overcharged and food was cold, awful experience... @FoodieDelight #fail",0
"That flash sale saved my day, so thrilled! @ShopSmart #deal",1
"Missed the flash sale, regret every second... @ShopSmart #annoyed",0
"Caught an epic wave today, stoked to the max! @SurferLife #rad",1
"Wiped out and got soaked, worst surf ever... @SurferLife #ouch",0
"A new record on my run, feelin like a champ! @RunnerPro #win",1
"Ran nowhere fast, my run was a mess... @RunnerPro #fail",0
"That impromptu jam session was pure magic! @MusicMakers #vibes",1
"Jam session went sour, off-key disaster... @MusicMakers #fail",0
"Had an epic day exploring the city, so alive! @UrbanExplorer #fun",1
"City tour was a drag, nothing exciting... @UrbanExplorer #bored",0
"Score! Got VIP access at the event, beyond thrilled! @EventLife #exclusive",1
"Event was a letdown, VIP access didn't matter... @EventLife #meh",0
"My playlist is on fire today, every track slaps! @TuneMaster #lit",1
"Playlist is lame, all songs are trash... @TuneMaster #fail",0
